Column1,Time(sec)Min,Time(sec)Max,Time(sec)Std,Time(sec)Med,Time(sec)Avg,Time(sec)Skewness,Time(sec)Kurtosis,VGRF_left_s1Min,VGRF_left_s1Max,VGRF_left_s1Std,VGRF_left_s1Med,VGRF_left_s1Avg,VGRF_left_s1Skewness,VGRF_left_s1Kurtosis,VGRF_left_s2Min,VGRF_left_s2Max,VGRF_left_s2Std,VGRF_left_s2Med,VGRF_left_s2Avg,VGRF_left_s2Skewness,VGRF_left_s2Kurtosis,VGRF_left_s3Min,VGRF_left_s3Max,VGRF_left_s3Std,VGRF_left_s3Med,VGRF_left_s3Avg,VGRF_left_s3Skewness,VGRF_left_s3Kurtosis,VGRF_left_s4Min,VGRF_left_s4Max,VGRF_left_s4Std,VGRF_left_s4Med,VGRF_left_s4Avg,VGRF_left_s4Skewness,VGRF_left_s4Kurtosis,VGRF_left_s5Min,VGRF_left_s5Max,VGRF_left_s5Std,VGRF_left_s5Med,VGRF_left_s5Avg,VGRF_left_s5Skewness,VGRF_left_s5Kurtosis,VGRF_left_s6Min,VGRF_left_s6Max,VGRF_left_s6Std,VGRF_left_s6Med,VGRF_left_s6Avg,VGRF_left_s6Skewness,VGRF_left_s6Kurtosis,VGRF_left_s7Min,VGRF_left_s7Max,VGRF_left_s7Std,VGRF_left_s7Med,VGRF_left_s7Avg,VGRF_left_s7Skewness,VGRF_left_s7Kurtosis,VGRF_left_s8Min,VGRF_left_s8Max,VGRF_left_s8Std,VGRF_left_s8Med,VGRF_left_s8Avg,VGRF_left_s8Skewness,VGRF_left_s8Kurtosis,VGRF_right_s1Min,VGRF_right_s1Max,VGRF_right_s1Std,VGRF_right_s1Med,VGRF_right_s1Avg,VGRF_right_s1Skewness,VGRF_right_s1Kurtosis,VGRF_right_s2Min,VGRF_right_s2Max,VGRF_right_s2Std,VGRF_right_s2Med,VGRF_right_s2Avg,VGRF_right_s2Skewness,VGRF_right_s2Kurtosis,VGRF_right_s3Min,VGRF_right_s3Max,VGRF_right_s3Std,VGRF_right_s3Med,VGRF_right_s3Avg,VGRF_right_s3Skewness,VGRF_right_s3Kurtosis,VGRF_right_s4Min,VGRF_right_s4Max,VGRF_right_s4Std,VGRF_right_s4Med,VGRF_right_s4Avg,VGRF_right_s4Skewness,VGRF_right_s4Kurtosis,VGRF_right_s5Min,VGRF_right_s5Max,VGRF_right_s5Std,VGRF_right_s5Med,VGRF_right_s5Avg,VGRF_right_s5Skewness,VGRF_right_s5Kurtosis,VGRF_right_s6Min,VGRF_right_s6Max,VGRF_right_s6Std,VGRF_right_s6Med,VGRF_right_s6Avg,VGRF_right_s6Skewness,VGRF_right_s6Kurtosis,VGRF_right_s7Min,VGRF_right_s7Max,VGRF_right_s7Std,VGRF_right_s7Med,VGRF_right_s7Avg,VGRF_right_s7Skewness,VGRF_right_s7Kurtosis,VGRF_right_s8Min,VGRF_right_s8Max,VGRF_right_s8Std,VGRF_right_s8Med,VGRF_right_s8Avg,VGRF_right_s8Skewness,VGRF_right_s8Kurtosis,Total_force_leftMin,Total_force_leftMax,Total_force_leftStd,Total_force_leftMed,Total_force_leftAvg,Total_force_leftSkewness,Total_force_leftKurtosis,Total_force_rightMin,Total_force_rightMax,Total_force_rightStd,Total_force_rightMed,Total_force_rightAvg,Total_force_rightSkewness,Total_force_rightKurtosis,Status
73,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,486.64,127.7082784,17.71,87.51376877,1.300957429,0.203294984,0,183.37,47.54965508,2.75,30.53358723,1.426020804,0.60030986,0,283.14,70.7119238,5.39,47.94309787,1.243468588,0.051702688,0,199.98,50.50416258,7.81,42.61321753,0.712393231,-0.99417358,0,28.6,6.230265621,0,4.781178412,0.925184153,-0.392943993,0,285.01,70.07524202,49.5,66.93549926,0.659229819,-0.737831282,0,308.88,84.59370945,16.06,65.87098284,1.06926962,-0.310808148,0,334.95,104.172595,39.6,84.03085905,0.98345417,-0.560799721,0,443.96,121.5181918,13.86,79.18263492,1.376439148,0.343389223,0,272.8,64.59072344,3.19,40.71859053,1.487674028,0.823231542,0,301.62,85.01346615,0,55.44910464,1.321642891,0.282128842,0,221.43,50.63388368,0,39.23772982,0.873293087,-0.560919646,0,40.04,10.80205776,0,8.276968972,0.801298185,-0.927382318,0,207.13,54.77079643,34.43,52.24677752,0.672430145,-0.776644396,0,273.35,70.92090924,20.13,59.47751197,0.989798226,-0.413678311,0,242.55,68.14828319,24.97,55.11692606,1.140372974,-0.129710419,0,1065.02,374.1323628,580.69,430.222191,-0.081860242,-1.784693686,0,1059.85,361.3237098,429.77,389.7062444,0.183250561,-1.559520783,0
74,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,387.64,85.1040324,2.31,52.37251774,1.742808063,2.16221619,0,499.84,148.7654435,4.84,101.9850685,1.131909486,-0.296249167,0,343.75,100.2331023,0,69.80943307,1.035153124,-0.541821786,0,469.92,80.44924343,6.6,58.14400479,1.322006755,0.925879566,0,299.2,73.19375768,2.64,46.55107774,1.453551465,0.701265809,0,268.84,73.25666129,4.95,49.01095478,1.295275533,0.185256492,0,442.97,119.0700232,2.86,71.21481515,1.595635993,1.165637179,0,208.01,29.72120197,0,16.74409143,2.968826608,10.34382839,0,504.13,102.6956271,5.17,66.61323321,1.698335405,2.39238547,0,345.29,102.5936331,2.86,74.09907906,1.000325299,-0.575175067,0,433.18,130.8916875,4.4,98.04245172,0.866222391,-0.87363934,0,477.29,92.70545772,14.63,67.15926638,1.4432657,1.217525953,0,254.98,54.73618407,4.95,34.92662486,1.601288319,1.36477559,0,281.71,69.18472499,2.64,39.29546212,1.733394321,1.663553275,0,409.75,92.91012754,2.53,52.54035897,1.729483099,1.633873933,0,215.82,26.70057455,3.96,15.87673626,3.011159897,11.86082251,0,1032.46,406.1438722,607.86,465.8319632,-0.090852832,-1.827268748,0,1114.63,400.2984894,561.22,448.5532126,-0.019790912,-1.789535068,0
75,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,518.76,133.6390871,16.5,111.2078577,0.684659719,-1.14726209,0,238.04,76.48278854,7.48,60.44182291,0.841099628,-0.857300942,0,227.04,66.18179467,5.83,51.87581119,0.84946611,-0.817022241,0,348.48,48.37764885,10.45,38.44924823,1.513896391,3.368193301,0,41.25,10.40872147,0,8.273982505,0.789749373,-0.806596504,0,305.8,80.35351991,50.82,74.04767371,0.865306255,-0.356241335,0,416.68,103.8572962,60.94,92.77033091,1.074730886,0.106930077,0,97.79,27.90974952,29.26,30.06459399,0.45918178,-1.071667896,0,524.15,122.5314126,11.44,95.28012461,0.861202662,-0.86577414,0,255.2,77.03762848,4.18,57.56019145,0.97892627,-0.564095823,0,204.16,58.0965346,0,42.15419129,1.05530606,-0.335904102,0,262.57,56.31176129,7.48,45.76515597,0.980512528,-0.054923922,0,46.53,11.697816,0,9.198153161,0.966686095,-0.332823544,0,370.59,89.76340566,52.91,77.50847995,1.062443816,0.093485232,0,441.76,79.90826662,32.23,66.87371844,1.310038007,1.132115734,0,121.11,31.59724391,19.47,29.63251857,0.717489615,-0.813063548,0,1059.74,403.1328273,522.775,467.1313212,-0.028475106,-1.769324682,0,993.08,372.3311769,480.645,423.9725334,-0.028419661,-1.784369386,0
76,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,297.88,79.4712293,8.69,56.43303185,1.162740976,-0.181487808,0,300.41,82.4115604,0,55.24395527,1.18809194,-0.200563538,0,343.64,101.9495899,0,67.58309952,1.290961395,0.15245765,0,366.08,98.55728153,21.45,76.52270094,1.160457375,0.126561348,0,316.8,88.11490475,31.35,76.3419698,0.800782458,-0.72387319,0,330.55,93.96428454,16.94,57.51276201,1.64675107,1.192292218,0,279.84,68.92668851,23.54,50.51158607,1.406176028,0.63527167,0,88.44,28.35064971,28.6,28.29207625,0.400974978,-1.277556046,0,381.92,90.93357899,7.15,58.18493481,1.557045493,1.135525893,0,370.59,95.27925689,3.63,62.59754332,1.320453774,0.206973553,0,321.53,89.93269323,0,57.53324971,1.449376512,0.650902481,0,402.93,108.3727459,24.2,89.09938274,0.909174873,-0.526809697,0,210.98,60.991655,25.52,53.71201601,0.759326168,-0.778181878,0,347.05,97.87475123,16.94,60.54422512,1.610211238,1.058201252,0,219.56,50.25053849,13.75,35.80401964,1.507655226,1.08646493,0,116.27,28.83046108,29.15,29.7258343,0.352306205,-1.300757571,0,1286.12,421.4203655,532.785,468.4411817,0.068492667,-1.704672305,0,1197.46,393.8434427,568.425,447.2012056,0.026947536,-1.701348479,0
77,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,407.99,132.3545438,34.76,113.2063393,0.648886879,-1.286031733,0,213.18,61.97553687,3.96,48.17493481,0.839482418,-0.877315944,0,235.95,69.58998603,3.74,52.11086153,0.961461244,-0.58293854,0,325.93,75.36872157,21.45,62.75672471,0.943963861,-0.194504761,0,69.52,17.90573206,0,13.94264978,0.87098567,-0.649715248,0,424.27,114.3650289,89.54,111.3869913,0.61648289,-0.92227688,0,428.45,106.3357779,75.35,100.6321992,0.710781101,-0.699055289,0,128.59,31.01498516,37.4,33.77505611,0.245358382,-1.277499266,0,418.88,135.1646708,28.93,107.8078973,0.868188262,-0.890224312,0,254.87,64.37706918,5.5,47.43754993,1.06381309,-0.280619308,0,191.4,53.42281145,5.28,38.93447186,1.121640609,-0.131912925,0,322.74,55.91954307,10.01,46.369339,0.990901965,0.303899666,0,36.41,9.477054101,3.63,8.365364747,0.652244373,-1.058196789,0,435.49,124.2218141,109.67,126.3158648,0.406751374,-1.292335131,0,422.18,125.6570428,73.92,117.0134486,0.67125047,-0.965552321,0,197.01,54.24494407,67.32,60.1676308,0.183145651,-1.424749178,0,1238.93,470.2817584,606.155,535.9857567,-0.005083608,-1.77314164,0,1238.16,467.8416482,675.18,552.4115671,-0.084546736,-1.762791155,0
78,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,305.69,50.91188836,0,29.22206552,2.301821459,5.497964652,0,263.67,76.27104999,0,53.53226523,1.071674898,-0.462030941,0,316.91,87.89005578,0,59.62836937,1.218329765,-0.014542821,0,311.19,68.67303701,17.71,60.99699703,0.621725609,-0.962737436,0,309.21,80.4036265,32.01,71.22262172,0.752553895,-0.754675436,0,338.58,73.89633961,7.81,51.33711256,1.429471331,0.843248516,0,381.59,99.79284862,15.84,73.57753672,1.280184336,0.359103054,0,185.9,23.4443575,8.25,15.24338752,3.488043103,16.46328637,0,296.45,44.46757402,0,23.40507344,2.647688965,7.409703536,0,335.28,76.46575341,0,50.50892639,1.278513654,0.153879892,0,326.04,84.26512743,0,52.38291137,1.474989332,0.739185774,0,301.18,84.50800904,34.98,78.94645899,0.491721972,-1.255242686,0,237.93,69.34795327,33.11,65.87556693,0.441533206,-1.386805071,0,339.46,88.47942434,15.4,68.22389173,1.13113513,-0.024089978,0,290.4,77.96267073,15.18,59.00249134,1.188531385,0.089090653,0,170.28,23.25885551,19.03,19.82997359,2.102771041,7.660891692,0,954.14,350.7071911,596.75,414.7603557,-0.135456725,-1.757260049,0,971.74,359.4701222,595.925,418.1752938,-0.115782104,-1.802872764,0
79,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,305.69,42.9243438,0,19.39847912,3.506342518,13.07067457,0,268.84,69.04724248,0,45.14440667,1.22880573,-0.071495231,0,285.12,77.81832791,0,47.7604877,1.411891859,0.420094766,0,261.14,44.20991015,3.52,28.32080624,1.796151423,2.675697999,0,96.91,22.62557108,8.36,17.73042416,1.233371518,0.574046615,0,310.97,70.81579578,2.53,41.74416488,1.68390949,1.54394076,0,435.93,110.415556,17.38,74.72130797,1.451150245,0.757146895,0,283.91,63.18593776,0,32.35328024,2.131642553,3.397356831,0,345.84,54.75678559,0,26.89148704,2.901886379,8.975113028,0,342.32,84.84121449,3.3,56.55886285,1.235425459,-0.01232524,0,241.78,66.1028413,0,41.4949901,1.389338208,0.405919692,0,273.9,49.36258944,3.08,31.5592342,1.6947007,1.93711887,0,155.76,34.34602719,3.3,23.12202179,1.484058458,1.028359389,0,277.53,64.03223783,0,34.89525334,1.843175938,2.085798241,0,405.24,90.86957719,2.75,50.73450899,1.782907691,1.849399942,0,278.08,54.65891243,2.86,26.72070474,2.42778467,4.99761775,0,834.35,274.0950679,373.505,307.173357,0.189331949,-1.346160575,0,823.9,265.6628713,336.93,291.977063,0.235738293,-1.325135061,0
80,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,387.64,90.68010966,3.52,56.72778429,1.512440605,0.938137903,0,446.82,132.8992269,4.84,94.95635171,1.090380139,-0.306625778,0,393.8,101.8463525,2.53,69.17699208,1.247030527,0.170032179,0,576.84,96.05740431,17.16,77.37621307,1.135988323,0.671503629,0,242.55,59.09884165,16.28,48.17089536,0.961217553,-0.346563747,0,219.34,53.19294257,11.55,38.55835864,1.338841423,0.585356959,0,458.59,125.8951831,12.87,87.30897343,1.379302185,0.568389775,0,160.27,18.99925564,9.35,15.22050338,1.737808485,4.699136794,0,450.78,98.64029801,5.17,58.1912436,1.725471279,1.768323529,0,445.83,127.0131514,2.86,85.51139297,1.242203988,0.045840447,0,364.32,101.8454537,2.86,67.6788843,1.284005692,0.229518048,0,498.52,101.1484021,19.03,83.26200281,0.988422837,-0.008227295,0,238.81,56.49967467,11.66,45.0738843,1.022824109,-0.132566377,0,269.5,68.50266684,5.28,46.83117924,1.36437045,0.58006172,0,492.58,118.9715784,7.7,79.30848407,1.476099359,0.970420734,0,215.82,30.88087649,5.28,18.50894785,2.629107204,7.643038882,0,1222.76,434.4224342,592.46,487.496072,-0.010758166,-1.763518235,0,1173.7,419.3336924,651.915,484.3660191,-0.089464152,-1.769973893,0
81,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,461.56,96.32572943,5.72,61.30174369,1.696760319,1.980887748,0,510.95,142.7406861,7.92,103.7834841,1.104599001,-0.222871695,0,433.95,110.9421422,3.74,75.47642103,1.330184383,0.486971242,0,379.28,95.09750851,26.84,84.93408813,0.684141163,-0.824246734,0,252.23,64.19430375,34.87,60.07597623,0.544602326,-1.10452698,0,318.56,88.37815694,50.82,80.45827364,0.719409838,-0.786566435,0,416.13,115.668884,52.47,102.5832332,0.785088929,-0.648751871,0,197.89,37.86966293,39.6,36.6802979,0.700443776,0.01407245,0,435.71,98.27086677,0,58.07058673,1.764178665,1.826647263,0,490.27,143.090078,5.5,97.01350966,1.25275875,0.057513698,0,388.85,104.6453764,3.52,67.84789652,1.439860106,0.736174209,0,412.94,101.7248818,14.08,87.0580104,0.699330138,-0.882147208,0,160.6,35.8439062,25.52,33.93234032,0.547821726,-1.108610767,0,319.88,90.45230164,48.62,84.59947681,0.536438516,-1.163137741,0,417.45,124.5333166,55.22,109.7198531,0.761665153,-0.773276955,0,251.79,58.01429509,45.1,53.38635501,0.789041897,-0.384601253,0,1599.84,535.5069,735.9,605.2935179,0.042468352,-1.641195457,0,1550.01,531.5663667,727.155,591.6280286,0.076756577,-1.612041032,0
82,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,365.86,82.40388117,5.72,55.46095973,1.437488022,0.981093428,0,388.08,115.7368636,0,73.82568576,1.337902279,0.201730542,0,441.76,147.121042,3.74,99.70779254,1.18472439,-0.211323504,0,372.68,90.98082937,16.06,82.16694091,0.442801515,-1.469822687,0,106.81,25.12320679,0,19.77237746,0.804802334,-0.75169438,0,371.91,107.9524391,78.54,103.8909606,0.534966987,-1.011856652,0,512.49,138.986651,57.97,118.8979724,0.90760696,-0.379785619,0,280.06,54.79725992,44,46.05437118,1.489397798,2.274760668,0,439.12,103.1185285,4.73,68.08503466,1.473831918,1.022136239,0,479.93,135.2580751,3.63,88.42591187,1.307168131,0.143531573,0,474.43,158.1161023,8.8,112.8666356,1.086873025,-0.392575773,0,273.24,69.64436167,10.01,59.98620977,0.553919432,-1.39224498,0,64.68,9.615310384,0,7.261379766,1.187165744,0.740479604,0,427.79,115.6866893,57.2,104.6649546,0.690210056,-0.760799508,0,504.57,121.9348597,29.48,92.96630302,1.235728326,0.388858602,0,347.93,82.82955726,21.23,59.86686004,1.555085652,1.512295264,0,1617.33,535.2777954,778.195,599.7770606,0.085910029,-1.569412722,0,1535.71,538.6912985,786.995,594.1232893,0.084951845,-1.606484225,0
83,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,523.93,95.6001742,0,51.61962865,2.359186792,5.183988924,0,596.31,162.9662463,3.19,104.6692119,1.364089904,0.396871182,0,450.67,131.0698479,2.53,85.69718931,1.265364949,0.036607624,0,549.78,99.35012353,9.24,76.12739809,1.088626265,0.137688862,0,257.29,51.65254849,4.07,37.27821753,1.226613079,0.382914384,0,358.6,90.63641957,9.9,59.02152665,1.453700215,0.719330042,0,550.66,137.5920728,7.15,81.78959317,1.709879466,1.601650372,0,267.08,36.9963295,6.71,21.00176679,3.393071573,13.72192284,0,536.58,109.5234545,3.85,61.82613633,2.085663251,3.734240694,0,547.36,138.1566832,4.29,90.88037878,1.3103565,0.257288443,0,483.12,144.7635096,4.4,98.25502641,1.208692965,-0.065670789,0,458.04,97.38200205,7.26,71.08760439,1.244433531,0.39760005,0,400.62,99.68180148,20.02,77.46116851,1.067096513,-0.212250944,0,272.91,58.45735254,7.92,35.30592424,1.782051904,1.906589253,0,428.78,99.75230915,11.66,58.63522859,1.756395572,1.700673554,0,170.5,22.07514834,10.56,15.7396039,3.004103771,13.70814658,0,1371.59,451.5470991,709.115,517.2045321,-0.063033006,-1.765628016,0,1198.89,443.609888,693.935,509.1910711,-0.039159956,-1.725229576,0
84,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,432.63,119.5452191,10.23,82.94002723,1.144522185,-0.312355942,0,279.29,83.9463679,6.38,59.77791055,1.077287554,-0.440740058,0,224.4,64.77808546,2.75,45.13280574,1.115830419,-0.290444414,0,381.81,61.31949572,10.56,47.9719731,1.337396306,1.434067587,0,86.57,18.8997692,5.5,15.17251114,1.096174117,0.222936581,0,473.22,103.6538309,34.1,81.97136821,1.227646757,0.539944357,0,459.36,98.09845952,23.1,76.09361198,1.24610832,0.616781395,0,196.35,47.28145538,12.32,34.47224625,1.288233631,0.333280982,0,369.71,102.6114493,4.84,66.75250784,1.286472124,0.043598769,0,246.29,68.34174679,4.95,48.16780904,1.11338337,-0.337055834,0,296.78,83.00894636,5.72,57.57030368,1.161771157,-0.177069165,0,285.89,61.19798486,15.84,50.49569153,1.054667304,0.217824785,0,73.37,16.09105048,0,11.75107361,1.157757798,0.109314084,0,402.16,93.89631602,28.38,74.40739313,1.125215533,0.109691286,0,407,89.54099452,24.75,71.99257633,1.154594834,0.315978734,0,269.61,70.76681917,20.46,54.25993728,1.115845892,-0.156324057,0,1017.17,382.7060203,583.935,443.5324542,-0.108919778,-1.809930157,0,1015.08,381.4790267,515.295,435.3972925,-0.054570989,-1.796457081,0
85,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,373.12,111.5668357,6.82,87.62035567,0.772206308,-1.105731762,0,304.48,102.0354077,6.38,80.23599521,0.788637225,-1.0474381,0,217.14,66.26957116,2.75,51.68220829,0.785491375,-1.045441118,0,285.34,61.93162774,10.56,51.43001981,0.98635338,0.040389149,0,91.08,18.24558161,6.93,14.51891071,1.221345257,0.661652087,0,300.41,85.62425322,39.27,73.99964516,0.831770174,-0.640747413,0,381.59,100.0033443,31.79,75.6023428,1.261271478,0.285405024,0,159.5,38.31654428,22,31.15654233,1.227271851,0.542184181,0,359.48,112.5307903,6.16,84.75980195,0.883171517,-0.907990601,0,232.21,63.82148743,4.95,49.40230896,0.811543642,-0.995619577,0,288.2,89.04990014,5.72,69.04463443,0.824881138,-0.953270911,0,447.59,84.9626782,36.63,74.65984486,0.919048225,0.033797161,0,109.01,27.77059249,11.55,23.8651799,0.880624452,-0.408209166,0,285.01,80.91382672,37.95,68.8095387,0.907686851,-0.542059397,0,331.21,83.10704406,30.36,65.9136648,1.175771566,0.173203758,0,306.13,64.19394711,27.83,47.521525,1.513045376,1.235308208,0,1020.14,408.2244791,581.515,466.24602,-0.088302298,-1.82033848,0,1043.9,414.3633175,591.855,483.9764986,-0.127146247,-1.818842402,0
86,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,416.35,127.7833245,10.23,94.50137399,0.971518866,-0.712660649,0,300.85,94.63111027,8.03,71.62695659,0.963167619,-0.643645974,0,303.82,88.8306279,5.5,64.86470705,1.076233369,-0.325149051,0,350.24,51.80412762,5.83,37.25726688,1.845979838,4.123903242,0,77.77,14.46643824,4.18,10.49261842,1.568820947,1.92518661,0,442.75,101.1613832,51.15,84.81832398,1.071205328,0.113678277,0,477.4,106.1086778,44.88,87.76890741,1.112483528,0.26062226,0,116.27,30.94570668,16.5,26.24876135,0.929972364,-0.431041441,0,483.67,125.8868952,7.37,91.13834956,1.078369796,-0.369483472,0,316.8,95.56943741,6.6,71.85160423,1.000542256,-0.502206964,0,303.71,74.8281502,7.15,56.59167767,1.034706995,-0.322671108,0,335.39,66.72151207,12.65,52.76052236,1.310730017,1.210303196,0,73.37,15.17273115,3.3,11.18978132,1.477208254,1.611864577,0,389.18,89.90400984,22.44,69.96383974,1.220697053,0.404005209,0,488.18,108.3726226,23.43,80.97496864,1.442721584,1.270886266,0,163.46,24.78403761,11.66,19.9387663,1.572952983,3.21228754,0,1175.46,419.019979,597.41,477.5789157,-0.045463563,-1.746857833,0,1103.08,396.752398,578.05,454.4095098,-0.052823621,-1.75208363,0
87,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,400.07,123.394866,11.99,102.6432076,0.616827413,-1.398865302,0,315.26,108.1248305,9.68,87.76406915,0.685561502,-1.265983492,0,167.97,47.26012134,4.07,38.21883644,0.696265058,-1.208139793,0,328.46,57.7201586,17.71,48.09869368,1.110555886,0.575432547,0,98.34,21.30267429,5.5,15.61235682,1.476113781,1.365365497,0,309.21,79.53018815,37.95,66.87130385,0.993082586,-0.22859127,0,367.07,89.97636259,26.07,67.90720829,1.291694975,0.468270018,0,147.18,29.88929957,20.68,25.44225202,1.257376451,1.097455549,0,397.1,119.2728554,7.37,93.46760274,0.774783297,-1.097879605,0,315.04,106.2720083,8.25,84.25025087,0.74735823,-1.146993769,0,169.73,50.38261747,4.29,39.69944298,0.796392361,-0.985670236,0,337.15,69.90307302,25.41,61.31289982,0.895640851,-0.164801989,0,64.13,12.88337942,3.3,9.927177752,1.217457568,0.530599224,0,376.31,98.14919921,35.53,78.59631622,1.127813903,0.036409136,0,295.46,65.50870505,13.75,47.4542342,1.405386037,0.927788408,0,181.06,38.83599534,19.03,29.71637564,1.450977709,1.290747131,0,987.58,388.8637228,548.9,452.5579279,-0.093564624,-1.790551459,0,1026.85,386.2419933,542.355,444.4243002,-0.083722719,-1.797642022,0
88,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,461.56,154.2724247,28.93,133.2224724,0.594230291,-1.354401996,0,208.23,72.45810516,5.94,59.43224294,0.65596062,-1.297328317,0,154.55,47.71003395,3.74,38.99288496,0.70820157,-1.106286327,0,192.39,47.71099122,0,37.81091599,0.979197197,-0.298927919,0,41.91,10.63297531,0,7.489004786,1.187006565,0.126954228,0,386.65,118.5412369,62.04,106.6332175,0.705630752,-0.94379159,0,251.9,74.28181111,20.9,59.35575673,1.020075847,-0.335264704,0,153.12,53.86711532,35.2,49.46330005,0.575413247,-1.204877243,0,533.39,159.3572693,33.77,138.9514136,0.601868943,-1.311093784,0,187.55,57.79411485,5.5,47.24379271,0.710872972,-1.140855437,0,268.18,69.08426252,7.04,57.07263492,0.721185554,-1.04290987,0,132.33,36.54906583,6.05,30.78986962,0.81499239,-0.629698989,0,12.76,3.437998074,0,2.907365902,0.577359107,-1.25168149,0,501.6,158.1865341,64.35,138.8937176,0.76024956,-0.854592166,0,171.16,40.9410245,13.75,31.92015184,1.183764433,0.212019756,0,358.16,80.71496641,42.46,65.79072949,1.265007177,0.788007545,0,1140.15,440.0219918,518.98,492.3997953,0.010685148,-1.775211666,0,1222.87,440.4995071,614.845,513.5696757,-0.115959881,-1.809646198,0
89,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,371.36,114.477248,20.57,100.5570201,0.547647967,-1.370950687,0,232.54,82.97213833,14.52,73.85958987,0.494517121,-1.481581802,0,251.02,81.80013359,13.75,72.79268609,0.493290153,-1.452088227,0,176.22,42.24921777,27.17,38.78619244,0.7598014,-0.566008021,0,88.11,20.67322428,12.54,18.30409804,0.892146568,-0.338692192,0,203.17,57.81144852,49.83,56.51036227,0.522007137,-1.116955715,0,345.29,99.41967632,74.25,91.78296336,0.814396807,-0.525326615,0,74.36,21.4350044,24.75,22.57282967,0.343677033,-1.218474941,0,400.51,96.13488866,15.95,80.21421852,0.732679192,-0.986419782,0,258.72,77.15369039,14.85,68.40365159,0.515453394,-1.426730206,0,284.79,88.53626752,15.73,77.39798977,0.582865765,-1.287422667,0,252.78,60.02610649,43.01,55.50507592,0.775424067,-0.543358857,0,78.1,22.7354778,13.2,21.59062717,0.520700107,-1.193567585,0,250.03,66.79444074,40.26,61.51227595,0.717856365,-0.828724511,0,257.84,69.83704058,55.11,66.94474006,0.626424106,-0.85490894,0,157.08,33.35312996,29.26,32.16732051,0.724624418,-0.443268847,0,1031.69,395.150043,613.525,475.1657419,-0.174712604,-1.776554106,0,983.62,385.4064616,582.01,463.7358995,-0.168922718,-1.764447611,0
90,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,452.65,133.2412072,11.99,99.60276696,0.941885995,-0.77585671,0,376.31,119.7831596,9.68,88.72925153,1.001127843,-0.584956741,0,222.64,60.9846918,2.75,42.21608104,1.227647911,0.136228658,0,393.91,101.7887754,33.11,90.73974253,0.740166902,-0.667497698,0,125.51,25.00116627,4.18,18.62965918,1.415768141,1.341961142,0,317.9,90.88182718,34.1,76.68865407,0.90462063,-0.478635612,0,350.68,77.8821085,15.84,54.92850635,1.510465702,1.248534869,0,114.73,22.52044074,15.18,18.08192854,1.448012722,1.714488953,0,559.35,148.1850027,8.58,102.8646691,1.143414491,-0.229883281,0,301.62,92.32466964,4.95,66.80488447,1.029685446,-0.540789703,0,308.88,87.27498044,4.29,60.81412362,1.196277315,0.025689631,0,473.55,86.87213338,25.41,77.29482505,0.801146643,-0.194076861,0,107.47,24.24303851,8.25,19.77144248,1.074162004,0.172061664,0,354.2,90.88885329,40.26,76.5534915,0.986174536,-0.219430407,0,453.64,101.9432088,27.5,74.10859218,1.475014629,1.129986828,0,189.97,44.5863488,20.46,31.93559251,1.604832979,1.576364219,0,1254.44,434.3194065,616.44,489.6165902,0.004190153,-1.672639831,0,1286.56,456.3310499,660.275,510.1476209,0.011980513,-1.68439709,0
